,ep_id,description,directors,writers
317,15x05,"At the dump Homer is videotaped while being attacked by a bear. The town regards him a coward, so Homer decides to strike back at the bear.","Jim Reardon, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
318,15x06,Krusty decides to do what he never did when he was thirteen years old - have a Bar Mitzvah.,"Jim Reardon, Nancy Kruse","Matt Groening, James L. Brooks, Sam Simon"
319,15x07,"After spending all his money on an expensive gift for himself, and the family thinking he should be less of an egoist, Homer decides to change his ways.","Jim Reardon, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
320,15x08,"A concert for babies ends in a riot, so the childless adults of Springfield gather to make the town less child-friendly.","Jim Reardon, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
321,15x09,Homer pretends to be a robot and competes in Robot Wars to win Bart's affection; Lisa has cat trouble.,"Jim Reardon, Lauren MacMullan","Matt Groening, James L. Brooks, Sam Simon"
322,15x10,"Marge is inspired to write a novel, but the storyline of the book (a fat, mean husband, and a handsome, sweet neighbor) makes Homer jealous.","Jim Reardon, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
323,15x11,"Marge tells Lisa, Bart and Millhouse three history stories because the library doesn't have any.","Jim Reardon, Mike B. Anderson","Matt Groening, James L. Brooks, Sam Simon"
324,15x12,"Milhouse moves to Capitol City, and therefore Lisa and Bart become best friends.","Jim Reardon, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
325,15x13,"When Maggie is revealed to have an IQ of 167, Lisa is no longer the genius of the family, causing a rivalry between the sisters.","Jim Reardon, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
326,15x14,Artie Ziff is discovered hiding out in the Simpsons' attic.,"Jim Reardon, Nancy Kruse","Matt Groening, James L. Brooks, Sam Simon"
327,15x15,Marge takes up heavy drinking to spend more time with Homer. Bart and Lisa confront a famous movie director about the drop in quality his films have taken.,"Jim Reardon, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
328,15x16,"After playing a prank on the whole town, Bart is sentenced to six months of juvenile detention. There he meets Gina, who forces Bart to escape with her.","Jim Reardon, Lauren MacMullan","Matt Groening, James L. Brooks, Sam Simon"
329,15x17,Mrs. Krabapel falls for Comic Book Guy and they plan a Star Trek like wedding. Principal Skinner plans to prevent it.,"Jim Reardon, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
330,15x18,Homer and Marge try to have a vacation without the kids but Bart and Lisa follow them everywhere they go.,"Jim Reardon, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
331,15x19,Homer becomes a costumed vigilante who uses pies for weapons after witnessing Lisa get humiliated at a competition at the state fair.,Jim Reardon,"Matt Groening, James L. Brooks, Sam Simon"
332,15x20,"Marge and Homer find out that they actually kissed each other at age 10 without knowing they were each other's first kisses, and tell the story about this.","Jim Reardon, Mike B. Anderson","Matt Groening, James L. Brooks, Sam Simon"
333,15x21,An accidental photo showing Bart mooning the American flag makes the Simpsons the most hated family in town.,"Jim Reardon, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
334,15x22,"After Mr. Burns is erroneously reported as dead, he buys all of he media outlets in order to prevent them from writing scathing articles about him.","Jim Reardon, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
335,16x01,Ned gains the power to foresee people's deaths; Maggie is shrunk inside a vitamin capsule and swallowed; Eliza Simpson and her sidekick hunt down a murderer.,"Jim Reardon, David Silverman","Matt Groening, James L. Brooks, Sam Simon"
336,16x02,"Homer buys Marge a new kitchen, and Marge likes cooking in the new kitchen so much she attends the Ovenfresh Bakeoff.","Jim Reardon, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
337,16x03,"Because she thinks her own children do not appreciate her anymore, Marge becomes a mother figure for Nelson.","Jim Reardon, Lauren MacMullan","Matt Groening, James L. Brooks, Sam Simon"
338,16x04,"Marge becomes jealous when Lisa begins idolizing her old high school friend, Chloe Talbot, a famous reporter.","Jim Reardon, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
339,16x05,"Bart begins designing T-shirt slogans, and his T-shirts become very popular among the citizens of Springfield.","Jim Reardon, Mike B. Anderson","Matt Groening, James L. Brooks, Sam Simon"
340,16x06,"Homer goes to Canada with Apu and Ned to purchase Grampa's medication, but the three have problems getting home because the border guard thinks Apu is a terrorist.","Jim Reardon, Nancy Kruse","Matt Groening, James L. Brooks, Sam Simon"
341,16x07,Homer gives Moe an enormous amount of money so he doesn't have to close down.,"David Silverman, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
342,16x08,A video of Homer dancing becomes so popular that all major sports players hires Homer to design celebration dances for them.,"David Silverman, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
343,16x09,"Bart went to a rap concert Marge told him not to go to. In order to avoid punishment from Marge, he makes Marge and Homer believe he has been kidnapped.","David Silverman, Mike B. Anderson","Matt Groening, James L. Brooks, Sam Simon"
344,16x10,A townsperson comes out of the closet when Springfield legalized same-sex marriages in a plot to bolster tourism; Homer uses the Internet to become a minister.,"David Silverman, Nancy Kruse","Matt Groening, James L. Brooks, Sam Simon"
345,16x11,"After bullying her, Bart is restricted by court order to come too close to Lisa.","David Silverman, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
346,16x12,"Selma decides to adopt a child, so the whole family goes to China.","David Silverman, Lance Kramer","Matt Groening, James L. Brooks, Sam Simon"
347,16x13,"After a garage-cleaning accident, Marge wants Homer to get life insurance. Instead, the family gets an RV.","David Silverman, Raymond S. Persi","Matt Groening, James L. Brooks, Sam Simon"
348,16x14,"Springfield builds an opera house, but since no-one attends it they convert it into a prison. Old and forgotten laws are used to fill the prison, and therefore Homer goes to jail for kicking a can five times in a row. In jail, Homer becomes a snitch","David Silverman, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
349,16x15,Bart and Lisa see into the future where their lives have changed.,"David Silverman, Mike B. Anderson","Matt Groening, James L. Brooks, Sam Simon"
350,16x16,"Homer meets a new friend, Ray the Roofer, but gets confined to a mental institution when his friends and family think he made him up.","David Silverman, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
351,16x17,"Bart starts living on food from the new candy machine in school only, but he becomes so overweight that he has to go to a fat camp.","David Silverman, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
352,16x18,"Lisa attends a singing competition for children, and Homer becomes her manager because of his skill to write songs that the crowd loves.","David Silverman, Nancy Kruse","Matt Groening, James L. Brooks, Sam Simon"
353,16x19,"Homer hears about the Rapture, and by using numerology to calculate when the Rapture is coming he learns that it is only one week away.","David Silverman, Michael Marcantel","Matt Groening, James L. Brooks, Sam Simon"
354,16x20,"After Homer humiliates Ned Flanders, Ned, Rod, and Todd decides to leave Springfield and live in Humbleton, Pennsylvania.","David Silverman, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
355,16x21,"Bart is expelled from Springfield Elementary, and Bart is therefore enrolled in St. Jerome's Catholic School.","David Silverman, Mike Frank Polcino","Matt Groening, James L. Brooks, Sam Simon"
356,17x01,"When Marge leaves Homer because he allowed an adult movie being shot in their house, she seeks self fulfillment in protecting manatees.","David Silverman, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
357,17x02,A new cemetery right outside the window of Lisa's room makes Lisa suffer from many sleepless nights.,"David Silverman, Raymond S. Persi","Matt Groening, James L. Brooks, Sam Simon"
358,17x03,"When Kirk and Luann van Houten plan to get back together, Milhouse realizes they are too interested in each other, so he and Bart try to break them up, only for the plan to backfire and cause Homer and Marge to break up yet again.","David Silverman, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
359,17x04,An android son replaces Bart; Homer and friends are the quarry in Mr. Burns' hunting tournament; a witch turns townsfolk into their Halloween costumes.,David Silverman,"Matt Groening, James L. Brooks, Sam Simon"
360,17x05,"Marge and Bart start spending more time together, and make a tradition of cycling to a tea house in a small village outside Springfield.","David Silverman, Mike B. Anderson","Matt Groening, James L. Brooks, Sam Simon"
361,17x06,"When a recall election puts Mayor Quimby's job up for grabs, Homer seizes the opportunity to win office and gain his daughter's love.","David Silverman, Nancy Kruse","Matt Groening, James L. Brooks, Sam Simon"
362,17x07,"Milhouse tutors Lisa in Italian, and Marge joins the Cheery Red Tomatoes, a group that plans to rob Mr. Burns of one million dollars worth of Fabergé eggs.","David Silverman, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
363,17x08,"The Simpsons become lost in Italy, finding their way to a small town that Sideshow Bob has become the mayor of.","David Silverman, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
364,17x09,"Homer tells the tale of the first Christmas ever, while Grandpa pursues his decade-old feud with Santa.","David Silverman, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
365,17x10,"When a frozen mailman from the 60's is found in a Springfield glacier, doubts arise about whether Abe really is Homer's father.","David Silverman, Mike B. Anderson","Matt Groening, James L. Brooks, Sam Simon"
366,17x11,"When Homer is on his way to Vegas to meet up with his friends, he has to make a detour to take Bart to an education camp. Meanwhile, Marge has discovered a surprising source of income.","David Silverman, Nancy Kruse","Matt Groening, James L. Brooks, Sam Simon"
367,17x12,Bart and Lisa bet whether Lisa can turn Groundskeeper Willie into a proper gentleman.,"David Silverman, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
368,17x13,"In this story within a story within a story within a story, a cave-exploring expedition, an angry sheep and a lovestruck Moe become inextricably entwined.","David Silverman, Raymond S. Persi","Matt Groening, James L. Brooks, Sam Simon"
369,17x14,"Marge starts babysitting the Flanders boys, leading Homer to spend more time with Bart and Lisa. Bart gets kidnapped by a lonely movie chimpanzee.","David Silverman, Michael Marcantel","Matt Groening, James L. Brooks, Sam Simon"
370,17x15,"As part of a new Fox show, the Simpsons participate in a wife-swap.","David Silverman, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
371,17x16,"After blowing Springfield's chances for an NFL franchise, Grandpa goes to an assisted-suicide center, then becomes a bullfighter.","David Silverman, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
372,17x17,Homer gets sent to India when the power plant is relocated there. Selma and Patty kidnap Richard Dean Anderson after he spurns their MacGyver fan club.,"David Silverman, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
373,17x18,"While waiting for the dinner at the Frying Dutchman, the family starts telling three stories about ships: ""Journey on the Mayflower"", ""Mutiny on the Bounty"", and ""The Neptune Adventure"".","David Silverman, Mike B. Anderson","Matt Groening, James L. Brooks, Sam Simon"
374,17x19,"Springfield Elementary is divided into two separate schools (one for boys, one for girls) following Principal Skinner's demotion. Concerned that the boys are receiving a higher standard of education, Lisa disguises herself as a boy.","David Silverman, Nancy Kruse","Matt Groening, James L. Brooks, Sam Simon"
375,17x20,"After hitting her head on a stool Marge suffers from amnesia. Slowly but surely memories are starting to come back, except memories about Homer.","David Silverman, Mike Frank Polcino","Matt Groening, James L. Brooks, Sam Simon"
376,17x21,"After seeing a museum exhibit on evolution, in which creation is labeled a myth, an outraged Ned Flanders teams with Reverend Lovejoy to blackmail Principal Skinner into requiring creationism to be taught in classrooms, eventually at the expense of any mention of evolution. Lisa becomes outraged herself, and forms a student organization to teach evolution, leading to ... Read all","David Silverman, Raymond S. Persi","Matt Groening, James L. Brooks, Sam Simon"
377,17x22,Marge and Homer try their luck at celebrity marriage counselling.,"David Silverman, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
378,18x01,"When Fat Tony has to take a time-out due to a whacking attempt, Homer and Bart take over the business.","David Silverman, Michael Marcantel","Matt Groening, James L. Brooks, Sam Simon"
379,18x02,Lisa becomes depressed when Bart becomes a better jazz musician than her. So she decides to set up an animal shelter in the Simpsons' attic.,"David Silverman, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
380,18x03,"Marge begins her own carpentry business, but Homer becomes the face of the business because nobody will take a female carpenter seriously. And Bart uses Principal Skinner's peanut allergy to his advantage.","David Silverman, Mike B. Anderson, Ralph Sosa","Matt Groening, James L. Brooks, Sam Simon"
381,18x04,A meteorite turns Homer into a rampaging blob with a voracious appetite; Bart brings a Golem to life; an alien invasion hoax turns real.,"David Silverman, Matthew Faughnan","Matt Groening, James L. Brooks, Sam Simon"
382,18x05,"Homer is duped into signing up for the Army, and his hijinks after basic training ultimately results in a military occupation of Springfield.","David Silverman, Nancy Kruse","Matt Groening, James L. Brooks, Sam Simon"
383,18x06,"Lisa helps Moe become a distinguished poet, but she turns on him when he takes all the credit for his newfound greatness.","David Silverman, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
384,18x07,"Homer becomes an ice cream man after being fired from the plant, and Marge uses his leftover Popsicle sticks to create folk art figures.","David Silverman, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
385,18x08,"Bart and Nelson become best friends, but Bart surprisingly discovers that the fringe benefits aren't worth Nelson's neediness.","Mark Kirkland, Chris Clements","Matt Groening, James L. Brooks, Sam Simon"
386,18x09,"The Simpsons let Gil stay with them during Christmas. However, he stays for 11 months because Marge can't tell him ""no.""","Mark Kirkland, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
387,18x10,"Homer returns Marge to Barnacle Bay, where she spent her beloved summer vacations. But when they get there, they discover that it is no longer a tourist spot.","Mark Kirkland, Lance Kramer","Matt Groening, James L. Brooks, Sam Simon"
388,18x11,"While Homer tries to get revenge on a driver who cut him off, his family warns him of the folly of revenge by telling stories based on ""The Count of Monte Cristo,"" ""Revenge of the Nerds,"" and ""Batman.""","Mark Kirkland, Mike Frank Polcino","Matt Groening, James L. Brooks, Sam Simon"
389,18x12,Lisa embellishes her family heritage as Native American for a school project; Bart gets a driver's license and develops a relationship with an older girl.,"Mark Kirkland, Raymond S. Persi","Matt Groening, James L. Brooks, Sam Simon"
390,18x13,"A parody of the ""Up Series"" of British documentaries, in which a filmmaker follows Homer and his friends from grade school into their 40s.","Chuck Sheetz, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
391,18x14,"In this parody of The Sound of Music (1965), Lisa becomes a tutor for Cletus' seven children, until Krusty tries to exploit them as entertainers. Meanwhile, Bart becomes emotionally attached to his school-appointed psychiatrist.","Mark Kirkland, Susie Dietter","Matt Groening, James L. Brooks, Sam Simon"
392,18x15,"Selma and Grampa fall in love and end up getting married, a marriage both Homer and Patty are against.","Mark Kirkland, Nancy Kruse","Matt Groening, James L. Brooks, Sam Simon"
393,18x16,"Homer becomes a successful Paparazzi, but Springfield's celebrities decide to get their revenge on him.","Mark Kirkland, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
394,18x17,Marge decides to find out what their Internet has to offer and soon gets hooked on an online role-playing game; Homer referees Lisa's soccer game.,"Mark Kirkland, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
395,18x18,"Bart becomes the most hated person in Springfield after he is the goat in a championship baseball game, and Homer's new job as a mattress salesman ruins his and Marge's sex life.","Mark Kirkland, Rob Oliver","Matt Groening, James L. Brooks, Sam Simon"
396,18x19,"Homer, Moe, Apu and Principal Skinner become volunteer firefighters. But just because they're not getting paid doesn't mean that they can't find a way to receive compensation.","Mark Kirkland, Lance Kramer","Matt Groening, James L. Brooks, Sam Simon"
397,18x20,"Homer unwittingly drags the family into a cornfield maze after attempting to leave a boring Harvest fest that Marge brought them to. When everyone except Homer escapes, Santa's Little Helper rescues him and becomes the town hero. So the Simpsons enroll him in Police Dog Academy where he's teamed with Lou.","Mark Kirkland, Matthew Faughnan","Matt Groening, James L. Brooks, Sam Simon"
398,18x21,Bart and Lisa join forces to stop the school bullies from setting off a stink bomb at the school bake sale.,"Mark Kirkland, Raymond S. Persi","Matt Groening, James L. Brooks, Sam Simon"
399,18x22,"After Kent Brockman is fired as a news anchor, he and Lisa use the Internet to expose the Fox News Conspiracy.","Mark Kirkland, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
400,19x01,"Homer falls in love with private planes after taking a flight to Chicago with Mr. Burns. So Marge hires Homer a ""life manager"" to help him think positively and find a job that will allow him to fly for a living.",Mark Kirkland,"Matt Groening, James L. Brooks, Sam Simon"
401,19x02,"Homer becomes an opera star after an injury improves his singing voice. His newfound popularity forces him to hire a personal assistant, who turns out to be an obsessed stalker.","Mark Kirkland, Mike Frank Polcino","Matt Groening, James L. Brooks, Sam Simon"
402,19x03,"Homer becomes the most hated man in town after he becomes a tow truck driver, and Marge teaches Maggie to not be an over-dependent baby.","Mark Kirkland, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
403,19x04,"Marge promises to visit a convicted bank robber in prison, but is afraid to follow through. But when the convict escapes from prison, Marge is the first person he pays a visit to.","Mark Kirkland, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
404,19x05,"The eighteenth Simpsons Halloween Special features parodies of the movies ""E.T."" and ""Mr. and Mrs. Smith.""","Chuck Sheetz, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
405,19x06,"Milhouse's parents are lost at sea, which causes him to become a troubled loner. But his new persona makes him the new most popular kid at school, which sparks jealousy in Bart.","Mark Kirkland, Lance Kramer","Matt Groening, James L. Brooks, Sam Simon"
406,19x07,"When Marge becomes a successful businesswoman, Homer becomes worried that she will dump him for a trophy husband. Therefore, he decides to have plastic surgery to make himself look like a hunk.","Mark Kirkland, Nancy Kruse","Matt Groening, James L. Brooks, Sam Simon"
407,19x08,"Bart is responsible for Sideshow Bob's death after his latest attempt at revenge is foiled, but is his death actually part of the plan?","Mark Kirkland, Rob Oliver","Matt Groening, James L. Brooks, Sam Simon"
408,19x09,"Homer goes to Dr. Frink to help him recover his memories from the night before, and he discovers, based on his interpretation of the memories, that Marge is having an affair.","Chuck Sheetz, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
409,19x10,"Springfield becomes the site of the first presidential primary. The townspeople soon get sick of all of the presidential candidates sucking up to them, and decide to support their own write-in candidate: Ralph Wiggum.","Mark Kirkland, Mike Frank Polcino","Matt Groening, James L. Brooks, Sam Simon"
410,19x11,"Homer and Marge tell the kids about their life in the early 1990s before they were born, when Marge was enrolled in Springfield College and Homer was the lead singer of a grunge rock band.",Mark Kirkland,"Matt Groening, James L. Brooks, Sam Simon"
411,19x12,"A series of romantic Valentine's Day parodies based on ""Bonnie and Clyde,"" ""Lady and the Tramp,"" and ""Sid and Nancy.""","Mike B. Anderson, Mark Kirkland, Raymond S. Persi","Matt Groening, James L. Brooks, Sam Simon"
412,19x13,The new prankster in Bart's fourth grade class actually turns out to be a mole brought in by Principal Skinner to infiltrate Bart's inner circle. Homer falls in love with his loaner car after Marge wrecks their old one.,"Mike B. Anderson, Mark Kirkland, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
413,19x14,"One of Bart's pranks results in Martin's death, but Lisa doesn't want him to confess because she would be considered an accomplice. Marge hires a television crew to find out if Homer is cheating on his diet.","Mike B. Anderson, Mark Kirkland, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
414,19x15,"Marge has Lisa take up ballet, mainly to have Lisa live out her own childhood dreams. Lisa then succumbs to peer pressure from her ballet mates and takes up smoking. Meanwhile, Homer and Bart try to start their own beef jerky business.","Mike B. Anderson, Mark Kirkland, Lance Kramer","Matt Groening, James L. Brooks, Sam Simon"
415,19x16,"When the Simpsons discover that Lurleen Lumpkin is on the skids, Marge reluctantly agrees to take her in and help her find her deadbeat dad who abandoned her 30 years ago.","Mike B. Anderson, Mark Kirkland, Chris Clements","Matt Groening, James L. Brooks, Sam Simon"
416,19x17,"Bart tries to save the cow he raised for his 4-H club from the slaughterhouse, and in the process winds up getting accidentally engaged to one of Cletus's daughters.","Mike B. Anderson, Mark Kirkland, Nancy Kruse","Matt Groening, James L. Brooks, Sam Simon"
417,19x18,"Lisa's documentary about her family is accepted into the Sundance Film Festival. However, her family gets upset with her when they discover that the film is far from flattering.","Chuck Sheetz, Mike B. Anderson, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
418,19x19,"Homer's mom dies, and as part of her will, she asks him to spread her ashes. However, her request turns out to be part of her final act of rebellion against the system.","Mike B. Anderson, Mark Kirkland, Ralph Sosa","Matt Groening, James L. Brooks, Sam Simon"
419,19x20,"In a parody of ""All About Eve,"" Lisa stabs Krusty in the back, takes his job, and wins a prestigious award. Meanwhile, Homer and Bart take up coin collecting.","Mike B. Anderson, Mark Kirkland, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
420,20x01,"Homer and Ned go into business together as bounty hunters, and Marge takes a job at an erotic bakery.","Mike B. Anderson, Lance Kramer","Matt Groening, James L. Brooks, Sam Simon"
421,20x02,Bart gets in trouble with Marge after she finds out that he has Denis Leary's cell phone and is using it to make prank phone calls.,"Mike B. Anderson, Mark Kirkland, Raymond S. Persi","Matt Groening, James L. Brooks, Sam Simon"
422,20x03,"Bart trades lives with his multi-millionaire lookalike, but discovers that his lookalike's life isn't all he thought it would be.","Mike B. Anderson, Mark Kirkland, Mike Frank Polcino","Matt Groening, James L. Brooks, Sam Simon"
423,20x04,"The Simpsons' 19th Halloween Special, with parodies of ""Transformers,"" ""Mad Men,"" and ""It's the Great Pumpkin, Charlie Brown.""","Mike B. Anderson, Mark Kirkland, Bob Anderson","Matt Groening, James L. Brooks, Sam Simon"
424,20x05,"The Simpsons take a Fourth of July vacation to a cabin hotel, which cause Homer and Marge to reminisce about two episodes from their past where they stayed in the cabin.","Mike B. Anderson, Matthew Faughnan","Matt Groening, James L. Brooks, Sam Simon"
425,20x06,"Homer gets a job breaking up couples, and Lisa becomes an expert crossword puzzle solver, but Homer bets against her in a competition.","Mike B. Anderson, Nancy Kruse","Matt Groening, James L. Brooks, Sam Simon"
426,20x07,"Homer suspects that the family of Bart's new Muslim friend from Jordan is part of a terrorist plot, and Lisa becomes obsessed with her new MyPod.","Mike B. Anderson, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
427,20x08,"Mr. Burns wins a professional basketball team in a poker game, and the new arena he plans to have Springfield build for the team threatens to interfere with Lisa's new bee sanctuary.","Mike B. Anderson, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
428,20x09,"Lisa and her new best friend create their own fantasy world, but Marge doesn't want Lisa to see her friend anymore after she finds out that they're too far gone in it.","Mike B. Anderson, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
429,20x10,"Homer finds out that he actually won the senior class president election, and he gets an opportunity to find out how his life would have been different if it had happened.","Mike B. Anderson, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
430,20x11,"Bart and his fellow underachievers are taken on a ""field trip"" to Capital City so that they can miss the standardized test, and Homer makes sure that nothing bad happens until their insurance goes back into effect.","Mike B. Anderson, Lance Kramer","Matt Groening, James L. Brooks, Sam Simon"
431,20x12,"The Simpsons lose their house, but Flanders buys it and offers to rent it back to them. But when they turn out to be less-than-reliable renters, Flanders kicks them out.","Mike B. Anderson, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
432,20x13,"In order to rescue Maggie from a Catholic orphanage, Lisa must solve a series of puzzles to reveal the identity of a gem that will bring peace to Springfield.","Mike B. Anderson, Chris Clements","Matt Groening, James L. Brooks, Sam Simon"
433,20x14,"The Simpsons take Grandpa to Ireland so he can go back to visit a pub he went to during the war, but Grandpa and Homer get suckered into buying the bar.","Mike B. Anderson, Ralph Sosa","Matt Groening, James L. Brooks, Sam Simon"
434,20x15,"Homer is kidnapped moments before he and Marge are supposed to re-renew their vows. However, Marge comes to the conclusion that Homer left her at the altar.","Chuck Sheetz, Mike B. Anderson","Matt Groening, James L. Brooks, Sam Simon"
435,20x16,"Moe begins dating a little person he met on the Internet, while Maggie is being bullied at the playground next to Moe's where Homer is leaving her.","Mike B. Anderson, Nancy Kruse","Matt Groening, James L. Brooks, Sam Simon"
436,20x17,"Bart gets Milhouse to take the rap for a prank at school, and then blows him off when he falls for a cute 5th grade do-gooder, prompting Milhouse's wrath. Meanwhile, Lisa begins taking ""happy pills"" to improve her negative outlook.","Mike B. Anderson, Rob Oliver","Matt Groening, James L. Brooks, Sam Simon"
437,20x18,"Homer becomes a ""helicopter parent"" at Springfield Elementary by helping Bart finish a class project and helping Lisa become popular, and Marge finds a secret sauna in their house.","Mike B. Anderson, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
438,20x19,The Simpsons set up a fake residence in Waverly Hills so that Bart and Lisa can attend school there.,"Mike B. Anderson, Mike Frank Polcino","Matt Groening, James L. Brooks, Sam Simon"
439,20x20,"A series of parodies based on four strong women: Queen Elizabeth, Snow White, Lady MacBeth, and Ayn Rand.","Mike B. Anderson, Raymond S. Persi","Matt Groening, James L. Brooks, Sam Simon"
440,20x21,"Townspeople build a wall around Springfield to keep ""immigrants"" from Ogdenville from relocating to their town.","Mike B. Anderson, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
441,21x01,"A Hollywood studio makes a movie based on Comic Book Guy's comic book character ""Everyman,"" and Homer is cast in the lead. However, Homer's weight fluctuations cause problems for the production.","Mike B. Anderson, Lance Kramer","Matt Groening, James L. Brooks, Sam Simon"
442,21x02,"When Bart's prank gets Ms. Krabappel fired from Springfield Elementary School, he tries to make it up to her without letting her know that he was responsible.","Mike B. Anderson, Mark Kirkland","Matt Groening, James L. Brooks, Sam Simon"
443,21x03,Marge takes on the owner of an ultimate fighting league in the ring in order to get the sport banned in Springfield.,"Mike B. Anderson, Matthew Faughnan","Matt Groening, James L. Brooks, Sam Simon"
444,21x04,"Lisa becomes livid with Miss Hoover, and in a series of homages to classic Hitchcock sets out for deadly revenge. Next, Krusty's latest fast-food sandwich transforms news anchor Kent Brockman into an enraged zombie and twenty-eight days later, cannibal zombies have overrun Springfield. In the final frightening fable, Homer accidentally falls through a trapdoor in Moe'... Read all","Mike B. Anderson, Matthew Schofield","Matt Groening, James L. Brooks, Sam Simon"
445,21x05,"Marge rediscovers her sexuality after appearing in a racy calendar, but Homer is too tired to respond to her advances because he is being worked to death by his new boss, Carl.","Mike B. Anderson, Nancy Kruse","Matt Groening, James L. Brooks, Sam Simon"
446,21x06,"Bart meets the boy responsible for the greatest prank in Springfield Elementary School history, and discovers that he's now a 19-year-old loser. Meanwhile, Marge is scolded for providing unhealthy snacks for Maggie's play group.","Chuck Sheetz, Mike B. Anderson","Matt Groening, James L. Brooks, Sam Simon"
447,21x07,"Homer becomes an expert on moonshine when he starts hanging out with Cletus after he saves the Simpsons' lives, while Lisa becomes friends with three teenage Wiccans.","Mike B. Anderson, Bob Anderson, Rob Oliver","Matt Groening, James L. Brooks, Sam Simon"
448,21x08,"Bart becomes jealous of Maggie and Lisa's special bond as sisters, so he goes to an orphanage and ""adopts"" a little brother.","Mike B. Anderson, Steven Dean Moore","Matt Groening, James L. Brooks, Sam Simon"
449,21x09,"Homer becomes jealous when a syndicated newspaper columnist begins publishing Grandpa's stories, while Bart is assigned to take care of the class's stuffed sheep for the weekend.","Mike B. Anderson, Mike Frank Polcino","Matt Groening, James L. Brooks, Sam Simon"
450,21x10,"The antagonism between Krusty and the new female co-star forced upon him soon turns to romance, while a headhunter encourages Homer, Lenny and Carl to take a job at another nuclear power plant.","Mike B. Anderson, Matthew Nastuk","Matt Groening, James L. Brooks, Sam Simon"
451,21x11,Homer can't tell Marge he won the lottery because he was supposed to be giving a wedding toast when he bought the ticket. But Bart soon finds out where he's hiding the money and begins to blackmail him.,"Mike B. Anderson, Chris Clements","Matt Groening, James L. Brooks, Sam Simon"
452,21x12,"Homer and Marge become members of the U.S. Olympic curling team. At the games, Lisa becomes addicted to collecting pins, and Bart tries to save her.","Chuck Sheetz, Mike B. Anderson","Matt Groening, James L. Brooks, Sam Simon"
